,gender,age,marital_status,job_position,credit_sum,credit_month,tariff_id,score_shk,education,living_region,monthly_income,credit_count,overdue_credit_count,open_account_flg,month_payment,payment_income_part
33030,F,21.0,UNM,UMN,23490.0,6,1_5,0.415301,UGR,ябепдкнбяйюъ,30000.0,1.0,0.0,0,3915.0,0.1305
57647,F,35.0,MAR,SPC,17066.67,10,1_6,0.55209,GRD,нпемаспцяйюъ,22000.0,1.0,0.0,0,1706.667,0.07757577272727273
87958,M,38.0,DIV,SPC,22326.0,10,1_32,0.481544,SCH,лсплюмяйюъ,50000.0,0.0,0.0,0,2232.6,0.044652
79221,F,38.0,DIV,SPC,29358.0,10,1_43,0.620579,SCH,лняйнбяйюъ,60000.0,5.0,0.0,0,2935.8,0.04893
164408,F,58.0,MAR,SPC,16058.0,10,1_1,0.411233,SCH,ярюбпнонкэяйхи,22000.0,4.0,0.0,0,1605.8,0.07299090909090909
16510,M,31.0,DIV,SPC,53189.0,10,1_6,0.680374,SCH,оепляйхи,85000.0,2.0,0.0,0,5318.9,0.06257529411764705
39109,M,45.0,MAR,SPC,25808.0,10,1_6,0.548179,SCH,ояйнбяйюъ,24000.0,1.0,0.0,0,2580.8,0.10753333333333334
121445,F,36.0,DIV,SPC,7494.0,12,1_5,0.385812,SCH,яюмйр-оерепаспц,30000.0,0.0,0.0,0,624.5,0.020816666666666667
133205,F,36.0,DIV,SPC,18713.0,10,1_32,0.473624,GRD,ълюкн-мемежйхи,49000.0,2.0,1.0,1,1871.3,0.038189795918367346
14224,F,25.0,MAR,SPC,21940.0,12,1_6,0.575222,GRD,бнкнцндяйюъ,65000.0,1.0,0.0,0,1828.3333333333333,0.028128205128205127
126263,F,32.0,MAR,SPC,30357.0,12,1_44,0.640089,SCH,ме сйюгюм,30000.0,3.0,1.0,0,2529.75,0.084325
107962,M,48.0,MAR,DIR,18873.0,9,1_5,0.546254,UGR,мнбняхахпяйюъ,80000.0,10.0,0.0,0,2097.0,0.0262125
58726,F,34.0,MAR,SPC,22177.0,10,1_1,0.363168,GRD,лняйнбяйюъ,25000.0,1.0,0.0,0,2217.7,0.088708
22829,M,33.0,MAR,SPC,37071.0,10,1_4,0.472311,SCH,апъмяйюъ,72000.0,0.0,0.0,0,3707.1,0.0514875
72118,F,38.0,UNM,UMN,45619.51,12,1_1,0.452407,GRD,кемхмцпюдяйюъ,37000.0,0.0,0.0,1,3801.6258333333335,0.10274664414414415
25486,M,37.0,UNM,SPC,16339.0,10,1_6,0.516678,SCH,рюрюпярюм,20000.0,1.0,0.0,0,1633.9,0.081695
157395,F,31.0,DIV,SPC,8990.0,10,1_1,0.496679,GRD,лняйнбяйюъ,32000.0,2.0,0.0,0,899.0,0.02809375
20027,F,28.0,DIV,SPC,24479.0,10,1_1,0.413511,GRD,рюланбяйюъ,20000.0,1.0,0.0,0,2447.9,0.122395
31923,F,57.0,MAR,SPC,11760.0,10,1_1,0.324815,SCH,ъпнякюбяйюъ,34000.0,0.0,0.0,0,1176.0,0.03458823529411765
87992,F,22.0,UNM,SPC,27487.0,12,1_1,0.530053,UGR,оепляйхи,107000.0,1.0,0.0,0,2290.5833333333335,0.021407320872274146
117878,F,38.0,MAR,SPC,28288.0,10,1_1,0.398302,GRD,йнлх,35000.0,3.0,0.0,0,2828.8,0.08082285714285715
75350,F,41.0,MAR,SPC,19026.9,10,1_19,0.485506,GRD,ярюбпнонкэяйхи,30000.0,2.0,1.0,0,1902.69,0.06342300000000001
128080,M,38.0,MAR,SPC,17480.0,12,1_1,0.306241,SCH,люпхищк,25000.0,1.0,0.0,0,1456.6666666666667,0.05826666666666667
21503,F,36.0,CIV,SPC,13762.0,7,1_1,0.411709,SCH,оепляйхи,15000.0,7.0,0.0,0,1966.0,0.13106666666666666
20665,F,39.0,UNM,SPC,34348.0,18,1_1,0.520045,GRD,яебепмюъняерхъ-юкюмхъ,32300.0,4.0,0.0,0,1908.2222222222222,0.05907808737530099
164178,M,24.0,UNM,SPC,23437.0,10,1_16,0.535514,GRD,аюьйнпрнярюм,40000.0,1.0,0.0,0,2343.7,0.0585925
145210,F,24.0,UNM,SPC,45968.0,10,1_6,0.664002,GRD,мхфецнпндяйюъ,40000.0,2.0,0.0,0,4596.8,0.11492000000000001
108056,M,22.0,UNM,SPC,16209.0,10,1_5,0.798802,SCH,мнбняхахпяйюъ,30000.0,-1.0,-1.0,0,1620.9,0.05403
146693,M,24.0,UNM,WRK,25861.0,10,1_32,0.416379,SCH,рнляйюъ,50000.0,1.0,0.0,0,2586.1,0.051722
79034,M,30.0,DIV,SPC,3000.0,3,1_5,0.213574,UGR,йспцюмяйюъ,40000.0,4.0,0.0,0,1000.0,0.025
147112,F,48.0,WID,SPC,11260.0,10,1_6,0.525068,SCH,йпюямндюпяйхи,16000.0,3.0,0.0,0,1126.0,0.070375
66559,F,22.0,UNM,SPC,7490.0,6,1_1,0.42725,GRD,оепляйхи,25000.0,2.0,0.0,0,1248.3333333333333,0.04993333333333333
76690,M,54.0,MAR,SPC,13015.0,12,1_5,0.33051,SCH,аюьйнпрнярюм,30000.0,1.0,0.0,0,1084.5833333333333,0.03615277777777778
58894,M,34.0,UNM,SPC,9567.0,6,1_1,0.392745,SCH,лняйнбяйюъ,45000.0,2.0,0.0,0,1594.5,0.03543333333333333
7267,F,30.0,MAR,UMN,22491.0,5,1_1,0.435456,UGR,лняйбю,80000.0,7.0,0.0,0,4498.2,0.0562275
110241,F,23.0,UNM,SPC,18669.0,10,1_6,0.737379,GRD,лняйбю,30000.0,-1.0,-1.0,0,1866.9,0.06223
169361,M,22.0,MAR,SPC,16409.0,10,1_6,0.654209,SCH,бкюдхлхпяйюъ,35000.0,1.0,0.0,0,1640.9,0.04688285714285714
84386,F,36.0,UNM,SPC,18359.0,18,1_1,0.458296,SCH,ршбю,23000.0,1.0,0.0,1,1019.9444444444445,0.044345410628019326
68796,M,52.0,UNM,SPC,22980.0,12,1_9,0.299379,GRD,яюлюпяйюъ,38000.0,2.0,0.0,0,1915.0,0.05039473684210526
158685,F,39.0,UNM,SPC,26379.0,10,1_1,0.316511,GRD,уюмрш-люмяхияйхи,80000.0,7.0,0.0,0,2637.9,0.03297375
143928,M,52.0,MAR,UMN,30559.0,10,1_1,0.358589,GRD,мнбняхахпяйюъ,75000.0,4.0,0.0,0,3055.9,0.040745333333333335
30044,F,21.0,UNM,SPC,16394.0,10,1_32,0.459185,SCH,йнлх,20000.0,-1.0,-1.0,1,1639.4,0.08197
98123,M,19.0,UNM,SPC,21241.0,10,1_1,0.657404,UGR,мнбняхахпяйюъ,10000.0,-1.0,-1.0,0,2124.1,0.21241
94777,F,44.0,WID,SPC,15858.0,10,1_32,0.478673,SCH,юпуюмцекэяйюъ,25000.0,2.0,0.0,1,1585.8,0.063432
81633,M,32.0,MAR,BIS,13431.11,10,1_1,0.495023,SCH,мхфецнпндяйюъ,20000.0,1.0,0.0,1,1343.111,0.06715555000000001
59110,M,26.0,UNM,SPC,28628.0,10,1_6,0.536442,GRD,оемгемяйюъ,26000.0,-1.0,-1.0,1,2862.8,0.11010769230769231
1732,F,41.0,UNM,SPC,14990.0,6,1_5,0.259887,GRD,юярпюуюмяйюъ,30000.0,6.0,0.0,0,2498.3333333333335,0.08327777777777778
165616,M,41.0,MAR,SPC,14378.0,10,1_6,0.554167,GRD,пнярнбяйюъ,50000.0,0.0,0.0,0,1437.8,0.028756
68657,F,32.0,MAR,SPC,25570.0,12,1_6,0.628673,SCH,йпюямнъпяйхи,27000.0,1.0,0.0,0,2130.8333333333335,0.07891975308641976
70685,M,43.0,MAR,SPC,21580.0,6,1_43,0.200223,GRD,нпемаспцяйюъ,70000.0,4.0,0.0,0,3596.6666666666665,0.05138095238095238
72007,M,30.0,UNM,SPC,13091.0,3,1_6,0.493105,GRD,йнярпнляйюъ,20000.0,-1.0,-1.0,1,4363.666666666667,0.21818333333333334
90071,F,35.0,MAR,SPC,8567.05,12,1_6,0.576774,GRD,рюрюпярюм,35000.0,5.0,0.0,1,713.9208333333332,0.020397738095238094
34954,F,54.0,MAR,PNA,11990.0,10,1_1,0.51153,SCH,хбюмнбяйюъ,10000.0,1.0,0.0,0,1199.0,0.1199
142657,M,28.0,MAR,SPC,47088.0,18,1_1,0.428238,GRD,апъмяйюъ,35000.0,3.0,0.0,1,2616.0,0.07474285714285714
52151,M,50.0,MAR,BIS,15297.87,6,1_6,0.484203,SCH,йспяйюъ,28000.0,0.0,0.0,0,2549.645,0.09105875
167382,F,45.0,UNM,SPC,10196.67,10,1_1,0.454095,SCH,векъахмяйюъ,14000.0,5.0,0.0,0,1019.667,0.07283335714285714
38873,F,53.0,DIV,SPC,65943.0,10,1_16,0.255662,SCH,лняйбю,42000.0,2.0,0.0,0,6594.3,0.15700714285714287
53049,M,31.0,UNM,SPC,26977.0,6,1_43,0.46455,GRD,лняйнбяйюъ,82000.0,0.0,0.0,0,4496.166666666667,0.05483130081300813
124458,F,34.0,MAR,SPC,25908.0,10,1_6,0.538611,GRD,яюмйр-оерепаспц,55000.0,2.0,1.0,1,2590.8,0.04710545454545455
685,F,37.0,MAR,BIS,20808.0,10,1_32,0.263826,GRD,ялнкемяйюъ,35000.0,1.0,0.0,1,2080.8,0.05945142857142858
80373,F,53.0,MAR,SPC,69878.0,12,1_6,0.670756,GRD,лняйнбяйюъ,60000.0,3.0,0.0,0,5823.166666666667,0.09705277777777778
84410,M,27.0,UNM,SPC,45198.0,10,1_1,0.237825,GRD,лняйнбяйюъ,50000.0,1.0,0.0,0,4519.8,0.090396
108708,M,43.0,MAR,SPC,19953.0,10,1_32,0.37663,GRD,опхлнпяйхи,50000.0,5.0,0.0,0,1995.3,0.039906
13254,F,40.0,MAR,SPC,17155.0,12,1_6,0.348426,GRD,яюмйр-оерепаспц,45000.0,1.0,0.0,0,1429.5833333333333,0.031768518518518515
124127,F,41.0,DIV,SPC,44179.0,12,1_1,0.457363,GRD,яюмйр-оерепаспц,60000.0,3.0,0.0,0,3681.5833333333335,0.061359722222222225
95077,F,38.0,MAR,SPC,60658.0,12,1_6,0.555019,GRD,OTHER,45000.0,4.0,0.0,0,5054.833333333333,0.11232962962962963
146282,F,36.0,UNM,SPC,23543.0,10,1_32,0.382275,GRD,нляйюъ,26000.0,2.0,0.0,0,2354.3,0.09055
50501,F,44.0,DIV,SPC,15448.0,10,1_6,0.666642,GRD,нпкнбяйюъ,21000.0,0.0,0.0,0,1544.8,0.07356190476190476
19510,M,31.0,UNM,SPC,23990.0,6,1_4,0.503079,GRD,яюмйр-оерепаспц,40000.0,3.0,0.0,0,3998.3333333333335,0.09995833333333334
63299,M,22.0,MAR,SPC,30595.56,10,1_32,0.452241,GRD,рюрюпярюм,25000.0,0.0,0.0,0,3059.556,0.12238224
170015,M,21.0,UNM,SPC,8691.0,6,1_5,0.388888,SCH,бнкцнцпюдяйюъ,25000.0,-1.0,-1.0,1,1448.5,0.05794
53861,F,48.0,DIV,SPC,40064.44,10,1_6,0.578034,SCH,мхфецнпндяйюъ,27000.0,2.0,1.0,0,4006.4440000000004,0.14838681481481483
42886,M,26.0,UNM,SPC,51680.0,24,1_0,0.632488,SCH,аюьйнпрнярюм,30000.0,2.0,0.0,0,2153.3333333333335,0.07177777777777779
65195,M,40.0,MAR,SPC,18378.0,12,1_1,0.449919,SCH,яюпюрнбяйюъ,26000.0,0.0,0.0,0,1531.5,0.058903846153846154
14115,M,28.0,UNM,SPC,16990.0,24,1_1,0.413322,SCH,лсплюмяйюъ,70000.0,1.0,0.0,0,707.9166666666666,0.010113095238095237
152613,F,27.0,CIV,SPC,51680.0,24,1_9,0.585763,SCH,яюлюпяйюъ,25000.0,1.0,0.0,0,2153.3333333333335,0.08613333333333334
103916,F,28.0,DIV,SPC,19821.11,10,1_5,0.571837,UGR,оепляйхи,30000.0,4.0,0.0,0,1982.111,0.06607036666666667
76990,F,35.0,UNM,UMN,69460.0,10,1_6,0.670412,GRD,йюксфяйюъ,80000.0,1.0,0.0,0,6946.0,0.086825
75807,F,37.0,DIV,SPC,18953.0,10,1_21,0.514403,GRD,ярюбпнонкэяйхи,20000.0,8.0,1.0,0,1895.3,0.094765
35882,M,39.0,UNM,SPC,50348.0,10,1_16,0.51067,SCH,яюмйр-оерепаспц,40000.0,-1.0,-1.0,0,5034.8,0.12587
107235,M,35.0,MAR,SPC,29844.0,12,1_1,0.754082,GRD,лняйбю,65000.0,5.0,1.0,0,2487.0,0.038261538461538465
12822,M,45.0,DIV,UMN,23778.0,10,1_43,0.528093,GRD,яюмйр-оерепаспц,59000.0,3.0,0.0,0,2377.8,0.04030169491525424
124728,F,34.0,MAR,SPC,70779.0,10,1_1,0.25351,GRD,лняйнбяйюъ,70000.0,2.0,0.0,0,7077.9,0.10111285714285714
40766,F,26.0,UNM,SPC,35190.0,11,1_1,0.419078,GRD,бнпнмефяйюъ,35000.0,3.0,0.0,0,3199.090909090909,0.0914025974025974
143961,F,35.0,DIV,SPC,8449.0,12,1_1,0.371411,GRD,аюьйнпрнярюм,25000.0,3.0,0.0,1,704.0833333333334,0.028163333333333335
97585,F,55.0,MAR,SPC,13978.0,10,1_9,0.446442,SCH,йспцюмяйюъ,26500.0,6.0,0.0,0,1397.8,0.05274716981132075
44521,F,38.0,MAR,BIS,63478.0,10,1_1,0.322152,SCH,рбепяйюъ,41000.0,4.0,0.0,1,6347.8,0.15482439024390243
80305,F,34.0,MAR,SPC,12818.0,10,1_1,0.478103,GRD,мхфецнпндяйюъ,20000.0,1.0,0.0,1,1281.8,0.06409
29994,M,28.0,MAR,SPC,17638.4,6,1_9,0.194929,SCH,ярюбпнонкэяйхи,25000.0,2.0,0.0,0,2939.7333333333336,0.11758933333333334
115714,F,24.0,MAR,SPC,12329.0,10,1_1,0.299072,GRD,мхфецнпндяйюъ,28000.0,2.0,0.0,0,1232.9,0.04403214285714286
168741,F,27.0,UNM,SPC,66869.0,10,1_6,0.6355,GRD,лняйбю,85000.0,-1.0,-1.0,0,6686.9,0.07866941176470588
122370,M,41.0,MAR,SPC,28797.78,10,1_1,0.439753,SCH,йюкхмхмцпюдяйюъ,40000.0,2.0,0.0,0,2879.778,0.07199445
92771,M,36.0,MAR,UMN,42588.0,10,1_6,0.47738,GRD,йпюямндюпяйхи,35000.0,3.0,0.0,0,4258.8,0.12168000000000001
14757,F,23.0,UNM,SPC,26686.67,10,1_6,0.506024,GRD,рчлемяйюъ,25000.0,1.0,0.0,0,2668.667,0.10674668
145120,M,33.0,MAR,SPC,39788.0,10,1_4,0.43646,GRD,ълюкн-мемежйхи,84000.0,3.0,0.0,0,3978.8,0.04736666666666667
40292,M,28.0,MAR,SPC,21728.0,12,1_1,0.458943,SCH,ъпнякюбяйюъ,30000.0,0.0,0.0,0,1810.6666666666667,0.06035555555555556
6440,F,38.0,DIV,SPC,5990.0,6,1_1,0.529694,SCH,ярюбпнонкэяйхи,29000.0,0.0,0.0,0,998.3333333333334,0.03442528735632184
3703,M,37.0,MAR,SPC,25299.0,14,1_1,0.307719,SCH,кемхмцпюдяйюъ,50000.0,2.0,0.0,0,1807.0714285714287,0.036141428571428574
141741,M,37.0,DIV,SPC,17639.0,12,1_6,0.698419,SCH,йнлх,40000.0,1.0,0.0,1,1469.9166666666667,0.03674791666666667
81943,M,27.0,UNM,SPC,45489.6,12,1_25,0.640677,GRD,юярпюуюмяйюъ,70000.0,5.0,0.0,0,3790.7999999999997,0.05415428571428571
30971,F,30.0,UNM,SPC,29368.0,10,1_43,0.544913,GRD,лняйнбяйюъ,48000.0,2.0,0.0,0,2936.8,0.06118333333333334
132612,M,28.0,MAR,SPC,6570.0,6,1_1,0.496499,SCH,гюаюийюкэяйхи,18000.0,1.0,0.0,0,1095.0,0.060833333333333336
48659,F,31.0,MAR,SPC,19961.0,10,1_32,0.467395,SCH,скэъмнбяйюъ,20000.0,2.0,0.0,1,1996.1,0.09980499999999999
43047,F,37.0,DIV,SPC,12146.59,12,1_5,0.516136,SCH,хпйсряйюъ,43000.0,6.0,0.0,1,1012.2158333333333,0.023539903100775195
66478,M,30.0,DIV,SPC,14229.0,10,1_6,0.567394,SCH,лняйнбяйюъ,28000.0,1.0,0.0,0,1422.9,0.050817857142857144
64404,M,25.0,UNM,SPC,54990.0,12,1_3,0.657404,UGR,векъахмяйюъ,20000.0,-1.0,-1.0,1,4582.5,0.229125
95297,M,33.0,CIV,UMN,68489.0,10,1_6,0.478407,GRD,лняйбю,100000.0,3.0,0.0,0,6848.9,0.068489
94006,M,25.0,MAR,SPC,29000.0,12,1_5,0.623703,SCH,йпюямндюпяйхи,60000.0,1.0,0.0,0,2416.6666666666665,0.04027777777777777
15505,F,47.0,MAR,SPC,28109.0,10,1_6,0.582554,SCH,рюрюпярюм,25000.0,0.0,0.0,0,2810.9,0.11243600000000001
30599,M,28.0,UNM,SPC,43089.0,12,1_1,0.509324,SCH,уюаюпнбяйхи,50000.0,5.0,0.0,0,3590.75,0.071815
39161,F,18.0,UNM,SPC,39469.0,6,1_44,0.424628,GRD,яюмйр-оерепаспц,30000.0,-1.0,-1.0,1,6578.166666666667,0.21927222222222223
102567,F,26.0,UNM,SPC,46868.0,10,1_6,0.647436,GRD,йспяйюъ,25000.0,1.0,0.0,0,4686.8,0.187472
2018,M,27.0,MAR,UMN,18680.0,10,1_1,0.459508,GRD,юярпюуюмяйюъ,32000.0,5.0,0.0,0,1868.0,0.058375
66871,F,28.0,UNM,SPC,54779.0,10,1_1,0.384972,SCH,яюмйр-оерепаспц,35000.0,4.0,0.0,0,5477.9,0.15651142857142855
130127,F,27.0,UNM,UMN,28981.0,12,1_9,0.491286,GRD,бнкцнцпюдяйюъ,50000.0,2.0,0.0,0,2415.0833333333335,0.048301666666666666
130878,F,20.0,UNM,SPC,37990.0,10,1_6,0.752603,SCH,ъпнякюбяйюъ,38000.0,0.0,0.0,0,3799.0,0.09997368421052631
106780,F,49.0,UNM,SPC,27769.0,10,1_4,0.507973,SCH,пнярнбяйюъ,21500.0,4.0,0.0,0,2776.9,0.12915813953488373
108784,M,48.0,MAR,BIS,29592.0,12,1_17,0.311367,SCH,аспърхъ,50000.0,1.0,0.0,0,2466.0,0.04932
110001,M,38.0,MAR,SPC,17609.0,10,1_1,0.330378,GRD,йспяйюъ,29000.0,3.0,0.0,0,1760.9,0.06072068965517242
74857,M,30.0,DIV,SPC,16811.0,10,1_32,0.398352,SCH,аюьйнпрнярюм,50000.0,2.0,0.0,0,1681.1,0.033622
74169,M,38.0,MAR,SPC,21175.0,12,1_9,0.33754,SCH,яюмйр-оерепаспц,85000.0,3.0,0.0,0,1764.5833333333333,0.020759803921568627
108996,M,40.0,UNM,SPC,25343.0,10,1_44,0.480263,SCH,пнярнбяйюъ,25000.0,0.0,0.0,0,2534.3,0.101372
40377,M,31.0,UNM,UMN,55340.0,6,1_5,0.254296,GRD,аюьйнпрнярюм,60000.0,2.0,0.0,0,9223.333333333334,0.15372222222222223
121631,M,26.0,UNM,SPC,11259.0,24,1_1,0.571226,GRD,хбюмнбяйюъ,17000.0,1.0,0.0,0,469.125,0.02759558823529412
14219,F,27.0,MAR,SPC,18668.0,10,1_32,0.434317,GRD,мхфецнпндяйюъ,20000.0,1.0,0.0,1,1866.8,0.09333999999999999
27412,M,25.0,UNM,SPC,33268.0,10,1_6,0.75366,SCH,лняйнбяйюъ,40000.0,2.0,0.0,1,3326.8,0.08317000000000001
103033,M,33.0,MAR,ATP,15339.0,10,1_4,0.386754,SCH,яюлюпяйюъ,26000.0,1.0,0.0,0,1533.9,0.05899615384615385
56390,F,28.0,MAR,SPC,32641.11,10,1_6,0.738806,GRD,хпйсряйюъ,35000.0,-1.0,-1.0,0,3264.111,0.09326031428571428
112746,F,54.0,MAR,UMN,38580.0,12,1_0,0.366985,GRD,аюьйнпрнярюм,26000.0,4.0,0.0,0,3215.0,0.12365384615384616
100387,F,57.0,MAR,SPC,20809.0,10,1_32,0.404088,SCH,яюую/ъйсрхъ/,50000.0,2.0,0.0,0,2080.9,0.041618
65464,M,27.0,UNM,UMN,5390.0,3,1_1,0.727374,SCH,аюьйнпрнярюм,25000.0,0.0,0.0,1,1796.6666666666667,0.07186666666666668
92209,F,38.0,DIV,SPC,12169.0,10,1_7,0.624034,SCH,аспърхъ,25000.0,1.0,0.0,0,1216.9,0.048676000000000004
147699,F,50.0,UNM,SPC,45588.0,10,1_6,0.523479,GRD,яюлюпяйюъ,22000.0,1.0,0.0,0,4558.8,0.20721818181818183
91541,F,25.0,UNM,SPC,23990.0,10,1_1,0.461879,UGR,лняйбю,57000.0,1.0,0.0,0,2399.0,0.04208771929824561
45422,F,41.0,MAR,SPC,17710.0,10,1_6,0.571168,SCH,уюмрш-люмяхияйхи,38000.0,3.0,0.0,0,1771.0,0.04660526315789474
99011,M,29.0,MAR,SPC,27288.0,10,1_4,0.398402,GRD,аюьйнпрнярюм,80000.0,3.0,0.0,0,2728.8,0.03411
114406,M,56.0,MAR,PNA,7818.0,6,1_1,0.386911,SCH,апъмяйюъ,20000.0,2.0,0.0,0,1303.0,0.06515
78302,M,30.0,DIV,UMN,40990.0,10,1_4,0.489896,GRD,нпемаспцяйюъ,80000.0,5.0,0.0,0,4099.0,0.0512375
28876,M,34.0,MAR,SPC,42211.11,10,1_6,0.591191,SCH,уюмрш-люмяхияйхи,60000.0,3.0,0.0,1,4221.111,0.07035185
86286,F,46.0,MAR,SPC,18507.0,10,1_32,0.465699,GRD,рюрюпярюм,15000.0,4.0,0.0,1,1850.7,0.12338
119228,M,27.0,MAR,SPC,20098.0,10,1_1,0.398352,SCH,ярюбпнонкэяйхи,35000.0,1.0,0.0,0,2009.8,0.057422857142857144
155040,F,21.0,UNM,SPC,14508.89,10,1_6,0.546907,SCH,оепляйхи,20000.0,1.0,0.0,1,1450.889,0.07254445
7380,M,25.0,MAR,SPC,13469.0,10,1_6,0.628472,SCH,лняйнбяйюъ,43000.0,2.0,0.0,0,1346.9,0.03132325581395349
13140,F,53.0,CIV,SPC,48268.0,10,1_6,0.566952,SCH,аспърхъ,36000.0,2.0,0.0,0,4826.8,0.1340777777777778
143169,F,22.0,UNM,SPC,20829.0,12,1_4,0.591467,SCH,йелепнбяйюъ,15000.0,2.0,0.0,0,1735.75,0.11571666666666666
75791,F,36.0,DIV,SPC,17686.0,10,1_32,0.313669,SCH,уюмрш-люмяхияйхи,50000.0,2.0,0.0,0,1768.6,0.035372
106910,M,36.0,UNM,SPC,22828.0,12,1_1,0.285061,GRD,векъахмяйюъ,50000.0,1.0,0.0,1,1902.3333333333333,0.038046666666666666
143384,F,27.0,DIV,UMN,30568.0,10,1_6,0.588556,SCH,рчлемяйюъ,60000.0,7.0,1.0,0,3056.8,0.05094666666666667
8939,F,36.0,MAR,SPC,29269.0,10,1_1,0.333075,GRD,лняйнбяйюъ,25000.0,1.0,0.0,0,2926.9,0.117076
63325,F,51.0,MAR,SPC,30868.9,10,1_1,0.353801,SCH,уюмрш-люмяхияйхи,57000.0,2.0,0.0,0,3086.8900000000003,0.05415596491228071
51988,M,33.0,UNM,SPC,21838.0,12,1_6,0.748797,SCH,ялнкемяйюъ,30000.0,3.0,0.0,1,1819.8333333333333,0.06066111111111111
3020,M,31.0,UNM,UMN,31869.0,10,1_1,0.333467,GRD,пнярнбяйюъ,30000.0,2.0,0.0,0,3186.9,0.10623
147874,M,56.0,MAR,SPC,74178.0,12,1_1,0.367324,SCH,лняйбю,46000.0,2.0,0.0,0,6181.5,0.1343804347826087
152410,F,38.0,UNM,SPC,17328.0,12,1_1,0.392336,SCH,йелепнбяйюъ,17000.0,3.0,0.0,0,1444.0,0.08494117647058824
139184,F,33.0,MAR,SPC,25597.78,10,1_6,0.719429,SCH,опхлнпяйхи,45000.0,2.0,0.0,0,2559.778,0.05688395555555555
167278,M,39.0,MAR,UMN,16329.0,10,1_4,0.439193,GRD,лняйбю,100000.0,2.0,0.0,0,1632.9,0.016329
116514,M,31.0,MAR,SPC,54869.0,12,1_1,0.503044,SCH,яюую/ъйсрхъ/,90000.0,3.0,0.0,1,4572.416666666667,0.05080462962962963
117977,M,38.0,MAR,UMN,19539.0,10,1_1,0.371355,SCH,йнлх,65000.0,4.0,0.0,0,1953.9,0.03006
27539,M,28.0,UNM,SPC,59488.0,10,1_6,0.581592,GRD,ме сйюгюм,66000.0,3.0,1.0,0,5948.8,0.09013333333333333
5987,F,46.0,MAR,SPC,16370.0,10,1_1,0.420419,GRD,яюмйр-оерепаспц,26000.0,0.0,0.0,0,1637.0,0.06296153846153846
69238,F,40.0,CIV,SPC,9316.0,6,1_3,0.425716,SCH,лсплюмяйюъ,85000.0,4.0,0.0,1,1552.6666666666667,0.018266666666666667
142534,M,42.0,MAR,SPC,40890.0,3,1_1,0.109398,SCH,лняйнбяйюъ,100000.0,1.0,0.0,1,13630.0,0.1363
28328,M,22.0,UNM,ATP,53189.0,10,1_6,0.491942,SCH,нпкнбяйюъ,30000.0,-1.0,-1.0,0,5318.9,0.17729666666666666
140120,F,41.0,UNM,DIR,15131.11,10,1_1,0.439538,SCH,яюпюрнбяйюъ,30000.0,1.0,0.0,0,1513.111,0.05043703333333334
157192,F,38.0,MAR,SPC,19551.0,10,1_32,0.376303,GRD,кхоежйюъ,20000.0,1.0,0.0,1,1955.1,0.097755
64278,M,23.0,UNM,SPC,29658.0,12,1_1,0.430382,SCH,рюрюпярюм,30000.0,2.0,0.0,0,2471.5,0.08238333333333334
63214,F,35.0,DIV,UMN,23550.0,12,1_1,0.380407,GRD,нпемаспцяйюъ,40000.0,2.0,0.0,0,1962.5,0.0490625
139105,M,34.0,MAR,SPC,26048.0,10,1_1,0.36028,SCH,уюмрш-люмяхияйхи,50000.0,4.0,0.0,0,2604.8,0.052096
168855,M,42.0,MAR,SPC,23240.0,10,1_6,0.485914,GRD,ярюбпнонкэяйхи,37000.0,3.0,1.0,0,2324.0,0.06281081081081082
43993,F,38.0,MAR,BIS,20000.0,5,1_4,0.411947,GRD,мнбняхахпяйюъ,50000.0,2.0,0.0,0,4000.0,0.08
54638,F,32.0,MAR,SPC,18422.0,6,1_6,0.489969,SCH,лняйнбяйюъ,25300.0,3.0,0.0,0,3070.3333333333335,0.1213570487483531
5534,M,35.0,MAR,UMN,15990.0,8,1_5,0.411519,GRD,яюмйр-оерепаспц,46000.0,1.0,0.0,0,1998.75,0.04345108695652174
81005,M,26.0,UNM,UMN,16159.0,10,1_6,0.533004,GRD,оемгемяйюъ,50000.0,0.0,0.0,0,1615.9,0.032318
28349,F,26.0,MAR,SPC,15990.0,10,1_1,0.396547,GRD,аекцнпндяйюъ,30000.0,2.0,0.0,1,1599.0,0.0533
17799,M,40.0,UNM,SPC,6958.0,12,1_1,0.447031,SCH,ярюбпнонкэяйхи,35000.0,2.0,0.0,0,579.8333333333334,0.016566666666666667
121324,F,42.0,MAR,UMN,23032.22,10,1_6,0.486099,GRD,яюмйр-оерепаспц,45000.0,0.0,0.0,0,2303.222,0.05118271111111112
91790,M,30.0,MAR,SPC,12978.0,10,1_1,0.498183,GRD,йпюямндюпяйхи,40000.0,4.0,0.0,0,1297.8,0.032445
43722,F,36.0,UNM,SPC,17395.1,10,1_1,0.451704,SCH,йюаюпдхмн-аюкйюпяйюъ,24000.0,1.0,0.0,0,1739.5099999999998,0.07247958333333332
92561,M,42.0,CIV,BIS,34191.0,12,1_5,0.447913,SCH,йпюямнъпяйхи,50000.0,3.0,0.0,0,2849.25,0.056985
123081,F,29.0,UNM,SPC,6039.0,6,1_1,0.423627,GRD,аспърхъ,18000.0,1.0,0.0,0,1006.5,0.05591666666666667
54831,F,26.0,MAR,SPC,18639.0,10,1_1,0.5055,GRD,ълюкн-мемежйхи,40000.0,1.0,0.0,0,1863.9,0.0465975
